nreqs,ctxlen,prefixlen,relay,Memory (GB),Lantency (us),KV mem (GB),Prefix KV mem (GB),cache_op,attn_usr,attn_sys,relay_fusion,others
8,256,16384,true,0.497025024,754.8940321430564,0.054526048,0.436207712,9,72,658,1,14.894032143056393
16,128,64,false,0.090177536,139.24469240009785,0.081789024,0.0,10,115,0,0,14.244692400097847
16,128,64,true,0.06291456,104.6879030764103,0.054526048,0.001704032,10,79,7,2,6.687903076410294
16,128,128,false,0.11534336,171.84983007609844,0.109052,0.0,9,156,0,0,6.849830076098442
16,128,128,true,0.081788928,112.73886077105999,0.054526048,0.003407968,10,81,11,2,8.73886077105999
16,128,256,false,0.169869312,250.48705283552408,0.163577952,0.0,10,232,0,0,8.487052835524082
16,128,256,true,0.081788928,109.22083165496588,0.054526048,0.00681584,10,73,18,2,6.2208316549658775
16,128,512,false,0.278921216,415.8735694363713,0.272629856,0.0,11,397,0,0,7.8735694363713264
16,128,512,true,0.102760448,137.77072075754404,0.054526048,0.013631584,11,78,29,2,17.77072075754404
16,128,1024,false,0.497025024,737.7884909510612,0.490733664,0.0,11,712,0,0,14.788490951061249
16,128,1024,true,0.111149056,151.11838933080435,0.054526048,0.027263072,11,78,48,2,12.118389330804348
16,128,2048,false,0.93323264,1379.5342622324824,0.92694128,0.0,11,1356,0,0,12.534262232482433
16,128,2048,true,0.13631488,198.13731778413057,0.054526048,0.054526048,10,78,89,2,19.137317784130573
16,128,4096,false,1.805647872,2670.308891683817,1.799356512,0.0,11,2648,0,0,11.30889168381691
16,128,4096,true,0.190840832,273.8923020660877,0.054526048,0.109052,10,77,171,2,13.892302066087723
16,128,8192,false,3.571449856,5280.753318220377,3.544186976,0.0,11,5252,0,0,17.75331822037697
16,128,8192,true,0.299892736,432.57154058665037,0.054526048,0.218103904,10,79,332,2,9.571540586650372
16,128,16384,false,7.061110784,10464.373822323978,7.033847904,0.0,11,10431,0,0,22.373822323977947
16,128,16384,true,0.517996544,758.2805212587118,0.054526048,0.436207712,11,78,657,2,10.280521258711815
16,256,64,false,0.144703488,208.71193148195744,0.136314976,0.0,10,190,0,0,8.711931481957436
16,256,64,true,0.117440512,185.61974167823792,0.109052,0.001704032,10,155,7,2,11.619741678237915
16,256,128,false,0.169869312,267.86508969962597,0.163577952,0.0,10,237,0,0,20.86508969962597
16,256,128,true,0.13631488,194.2834723740816,0.109052,0.003407968,11,155,11,2,15.283472374081612
16,256,256,false,0.224395264,339.71958328038454,0.218103904,0.0,11,316,0,0,12.71958328038454
16,256,256,true,0.13631488,191.59761257469654,0.109052,0.00681584,10,152,18,2,9.59761257469654
16,256,512,false,0.333447168,490.6996479257941,0.327155808,0.0,10,473,0,0,7.699647925794125
16,256,512,true,0.1572864,209.80783738195896,0.109052,0.013631584,11,153,28,2,15.807837381958961
16,256,1024,false,0.551550976,817.0419000089169,0.545259616,0.0,11,799,0,0,7.041900008916855
16,256,1024,true,0.165675008,241.47264193743467,0.109052,0.027263072,11,156,48,2,24.472641937434673
16,256,2048,false,0.987758592,1464.9702608585358,0.981467232,0.0,11,1445,0,0,8.970260858535767
16,256,2048,true,0.190840832,267.380946315825,0.109052,0.054526048,10,155,90,2,10.380946315824986
16,256,4096,false,1.860173824,2745.7933174446225,1.853882464,0.0,11,2728,0,0,6.793317444622517
16,256,4096,true,0.245366784,345.9306759759784,0.109052,0.109052,11,152,171,2,9.930675975978374
16,256,8192,false,3.625975808,5358.84718876332,3.598712928,0.0,11,5331,0,0,16.847188763320446
16,256,8192,true,0.354418688,509.1506475582719,0.109052,0.218103904,11,153,333,2,10.150647558271885
16,256,16384,false,7.115636736,10547.462119720876,7.088373856,0.0,11,10512,0,0,24.462119720876217
16,256,16384,true,0.572522496,830.1791129633784,0.109052,0.436207712,10,151,658,2,9.17911296337843
32,128,64,false,0.169869312,270.512830466032,0.163577952,0.0,15,242,0,0,13.512830466032028
32,128,64,true,0.117440512,190.97751006484032,0.109052,0.001704032,16,159,7,3,5.977510064840317
32,128,128,false,0.224395264,342.16117579489946,0.218103904,0.0,16,318,0,0,8.161175794899464
32,128,128,true,0.13631488,200.57990681380033,0.109052,0.003407968,16,164,11,3,6.579906813800335
